Row ID;Order ID;Order Date;Customer ID;Customer Name;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit
7662;CA-2011-105417;07/01/2023;VS-21820;Vivek Sundaresam;United States;Huntsville;Texas;77340;Central;OFF-BI-10003708;Office Supplies;Binders;"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";10,43;7;0,8;-18,2525
593;CA-2011-135405;09/01/2023;MS-17830;Melanie Seite;United States;Laredo;Texas;78041;Central;OFF-AR-10004078;Office Supplies;Art;Newell 312;9,344;2;0,2;1,168
594;CA-2011-135405;09/01/2023;MS-17830;Melanie Seite;United States;Laredo;Texas;78041;Central;TEC-AC-10001266;Technology;Accessories;Memorex Micro Travel Drive 8 GB;31,2;3;0,2;9,75
866;CA-2011-149020;10/01/2023;AJ-10780;Anthony Jacobs;United States;Springfield;Virginia;22153;South;OFF-LA-10004272;Office Supplies;Labels;Avery 482;2,89;1;0;1,3583
867;CA-2011-149020;10/01/2023;AJ-10780;Anthony Jacobs;United States;Springfield;Virginia;22153;South;FUR-FU-10000965;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";51,94;1;0;21,2954
717;CA-2011-130092;11/01/2023;SV-20365;Seth Vernon;United States;Dover;Delaware;19901;East;FUR-FU-10000010;Furniture;Furnishings;DAX Value U-Channel Document Frames, Easel Back;9,94;2;0;3,0814
764;CA-2011-162775;13/01/2023;CS-12250;Chris Selesnick;United States;Bossier City;Louisiana;71111;South;OFF-EN-10001990;Office Supplies;Envelopes;Staple envelope;11,36;2;0;5,3392
765;CA-2011-162775;13/01/2023;CS-12250;Chris Selesnick;United States;Bossier City;Louisiana;71111;South;OFF-EN-10001532;Office Supplies;Envelopes;Brown Kraft Recycled Envelopes;50,94;3;0;25,47
766;CA-2011-162775;13/01/2023;CS-12250;Chris Selesnick;United States;Bossier City;Louisiana;71111;South;TEC-AC-10003174;Technology;Accessories;Plantronics S12 Corded Telephone Headset System;646,74;6;0;258,696
767;CA-2011-162775;13/01/2023;CS-12250;Chris Selesnick;United States;Bossier City;Louisiana;71111;South;OFF-BI-10004187;Office Supplies;Binders;3-ring staple pack;5,64;3;0;2,7072
768;CA-2011-162775;13/01/2023;CS-12250;Chris Selesnick;United States;Bossier City;Louisiana;71111;South;OFF-ST-10000025;Office Supplies;Storage;Fellowes Stor/Drawer Steel Plus Storage Drawers;572,58;6;0;34,3548
2979;CA-2011-109232;13/01/2023;ND-18370;Natalie DeCherney;United States;Mount Pleasant;South Carolina;29464;South;FUR-CH-10000422;Furniture;Chairs;Global Highback Leather Tilter in Burgundy;545,94;6;0;87,3504
4938;CA-2011-157147;13/01/2023;BD-11605;Brian Dahlen;United States;San Francisco;California;94109;West;OFF-ST-10000078;Office Supplies;Storage;Tennsco 6- and 18-Compartment Lockers;1325,85;5;0;238,653
4939;CA-2011-157147;13/01/2023;BD-11605;Brian Dahlen;United States;San Francisco;California;94109;West;FUR-BO-10003034;Furniture;Bookcases;O'Sullivan Elevations Bookcase, Cherry Finish;333,999;3;0,15;3,9294
4940;CA-2011-157147;13/01/2023;BD-11605;Brian Dahlen;United States;San Francisco;California;94109;West;OFF-AR-10003514;Office Supplies;Art;4009 Highlighters by Sanford;19,9;5;0;6,567
9629;CA-2011-118192;13/01/2023;MM-17920;Michael Moore;United States;Newark;Ohio;43055;East;OFF-PA-10002947;Office Supplies;Paper;Xerox 1923;37,408;7;0,2;13,0928
9630;CA-2011-118192;13/01/2023;MM-17920;Michael Moore;United States;Newark;Ohio;43055;East;OFF-BI-10003476;Office Supplies;Binders;Avery Metallic Poly Binders;3,438;2;0,7;-2,5212
6475;CA-2011-149524;14/01/2023;BS-11590;Brendan Sweed;United States;Philadelphia;Pennsylvania;19140;East;FUR-BO-10003433;Furniture;Bookcases;Sauder Cornerstone Collection Library;61,96;4;0,5;-53,2856
1914;CA-2011-103366;15/01/2023;EH-13990;Erica Hackney;United States;Roswell;Georgia;30076;South;TEC-AC-10003628;Technology;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;149,95;5;0;65,978
971;CA-2011-115791;16/01/2023;DL-13315;Delfina Latchford;United States;Philadelphia;Pennsylvania;19134;East;FUR-FU-10001095;Furniture;Furnishings;DAX Black Cherry Wood-Tone Poster Frame;127,104;6;0,2;28,5984
972;CA-2011-115791;16/01/2023;DL-13315;Delfina Latchford;United States;Philadelphia;Pennsylvania;19134;East;TEC-PH-10004614;Technology;Phones;AT&T 841000 Phone;124,2;3;0,4;-31,05
973;CA-2011-115791;16/01/2023;DL-13315;Delfina Latchford;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10001575;Office Supplies;Binders;GBC Linen Binding Covers;18,588;2;0,7;-13,6312
974;CA-2011-115791;16/01/2023;DL-13315;Delfina Latchford;United States;Philadelphia;Pennsylvania;19134;East;OFF-LA-10001074;Office Supplies;Labels;Round Specialty Laser Printer Labels;30,072;3;0,2;10,1493
5365;CA-2011-123477;18/01/2023;DW-13195;David Wiener;United States;Springfield;Oregon;97477;West;OFF-AP-10000692;Office Supplies;Appliances;Fellowes Mighty 8 Compact Surge Protector;64,864;4;0,2;6,4864
5463;CA-2011-146591;19/01/2023;TS-21340;Toby Swindell;United States;Scottsdale;Arizona;85254;West;OFF-BI-10003676;Office Supplies;Binders;GBC Standard Recycled Report Covers, Clear Plastic Sheets;32,34;10;0,7;-23,716
5464;CA-2011-146591;19/01/2023;TS-21340;Toby Swindell;United States;Scottsdale;Arizona;85254;West;OFF-PA-10000659;Office Supplies;Paper;TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page;56,064;4;0,2;19,6224
5465;CA-2011-146591;19/01/2023;TS-21340;Toby Swindell;United States;Scottsdale;Arizona;85254;West;OFF-EN-10002504;Office Supplies;Envelopes;Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;108,72;5;0,2;36,693
5466;CA-2011-146591;19/01/2023;TS-21340;Toby Swindell;United States;Scottsdale;Arizona;85254;West;FUR-BO-10001972;Furniture;Bookcases;O'Sullivan 4-Shelf Bookcase in Odessa Pine;181,47;5;0,7;-320,597
1122;US-2011-147627;20/01/2023;HL-15040;Hunter Lopez;United States;Jonesboro;Arkansas;72401;South;TEC-PH-10001061;Technology;Phones;Apple iPhone 5C;699,93;7;0;181,9818
1123;US-2011-147627;20/01/2023;HL-15040;Hunter Lopez;United States;Jonesboro;Arkansas;72401;South;OFF-AR-10002375;Office Supplies;Art;Newell 351;22,96;7;0;6,6584
1124;US-2011-147627;20/01/2023;HL-15040;Hunter Lopez;United States;Jonesboro;Arkansas;72401;South;FUR-FU-10003194;Furniture;Furnishings;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;38,6;4;0;11,58
1125;US-2011-147627;20/01/2023;HL-15040;Hunter Lopez;United States;Jonesboro;Arkansas;72401;South;OFF-AR-10003811;Office Supplies;Art;Newell 327;6,63;3;0;1,7901
1126;US-2011-147627;20/01/2023;HL-15040;Hunter Lopez;United States;Jonesboro;Arkansas;72401;South;OFF-EN-10001539;Office Supplies;Envelopes;Staple envelope;23,34;3;0;10,9698
1127;US-2011-147627;20/01/2023;HL-15040;Hunter Lopez;United States;Jonesboro;Arkansas;72401;South;FUR-CH-10002331;Furniture;Chairs;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;1067,94;3;0;224,2674
5737;CA-2011-148614;20/01/2023;MV-17485;Mark Van Huff;United States;Los Angeles;California;90049;West;OFF-PA-10002893;Office Supplies;Paper;"Wirebound Service Call Books, 5 1/2"" x 4""";19,36;2;0;9,2928
5738;CA-2011-148614;20/01/2023;MV-17485;Mark Van Huff;United States;Los Angeles;California;90049;West;FUR-FU-10003194;Furniture;Furnishings;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;19,3;2;0;5,79
6327;CA-2011-167927;20/01/2023;XP-21865;Xylona Preis;United States;Westland;Michigan;48185;Central;OFF-ST-10000760;Office Supplies;Storage;Eldon Fold 'N Roll Cart System;13,98;1;0;4,0542
6328;CA-2011-167927;20/01/2023;XP-21865;Xylona Preis;United States;Westland;Michigan;48185;Central;FUR-FU-10002918;Furniture;Furnishings;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;272,94;3;0;30,0234
6329;CA-2011-167927;20/01/2023;XP-21865;Xylona Preis;United States;Westland;Michigan;48185;Central;OFF-BI-10000605;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";19,05;5;0;8,9535
6330;CA-2011-167927;20/01/2023;XP-21865;Xylona Preis;United States;Westland;Michigan;48185;Central;OFF-AP-10002311;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;247,716;4;0,1;93,5816
6331;CA-2011-167927;20/01/2023;XP-21865;Xylona Preis;United States;Westland;Michigan;48185;Central;OFF-ST-10003123;Office Supplies;Storage;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;66,58;2;0;15,9792
6332;CA-2011-167927;20/01/2023;XP-21865;Xylona Preis;United States;Westland;Michigan;48185;Central;OFF-AR-10004456;Office Supplies;Art;Panasonic KP-4ABK Battery-Operated Pencil Sharpener;43,92;3;0;12,7368
6333;CA-2011-167927;20/01/2023;XP-21865;Xylona Preis;United States;Westland;Michigan;48185;Central;FUR-FU-10002268;Furniture;Furnishings;Ultra Door Push Plate;14,73;3;0;4,8609
6334;CA-2011-167927;20/01/2023;XP-21865;Xylona Preis;United States;Westland;Michigan;48185;Central;OFF-BI-10004364;Office Supplies;Binders;Storex Dura Pro Binders;29,7;5;0;13,365
7121;US-2011-147774;20/01/2023;MM-18280;Muhammed MacIntyre;United States;Smyrna;Tennessee;37167;South;OFF-BI-10003091;Office Supplies;Binders;GBC DocuBind TL200 Manual Binding Machine;67,194;1;0,7;-51,5154
9990;CA-2011-110422;21/01/2023;TB-21400;Tom Boeckenhauer;United States;Miami;Florida;33180;South;FUR-FU-10001889;Furniture;Furnishings;Ultra Door Pull Handle;25,248;3;0,2;4,1028
9156;CA-2011-102645;23/01/2023;IM-15055;Ionia McGrath;United States;Las Vegas;Nevada;89115;West;OFF-PA-10001804;Office Supplies;Paper;Xerox 195;40,08;6;0;19,2384
9887;CA-2011-146997;23/01/2023;SG-20605;Speros Goranitis;United States;Lafayette;Indiana;47905;Central;OFF-FA-10003467;Office Supplies;Fasteners;Alliance Big Bands Rubber Bands, 12/Pack;5,94;3;0;0
2579;US-2011-155502;26/01/2023;SD-20485;Shirley Daniels;United States;Alexandria;Virginia;22304;South;FUR-FU-10004587;Furniture;Furnishings;GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack;62,82;3;0;30,7818
2580;US-2011-155502;26/01/2023;SD-20485;Shirley Daniels;United States;Alexandria;Virginia;22304;South;OFF-ST-10004337;Office Supplies;Storage;SAFCO Commercial Wire Shelving, 72h;489,92;8;0;0
2581;US-2011-155502;26/01/2023;SD-20485;Shirley Daniels;United States;Alexandria;Virginia;22304;South;OFF-PA-10003072;Office Supplies;Paper;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";19,44;3;0;9,3312
2582;US-2011-155502;26/01/2023;SD-20485;Shirley Daniels;United States;Alexandria;Virginia;22304;South;OFF-PA-10000380;Office Supplies;Paper;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";16,68;2;0;8,34
2583;US-2011-155502;26/01/2023;SD-20485;Shirley Daniels;United States;Alexandria;Virginia;22304;South;TEC-PH-10004833;Technology;Phones;Macally Suction Cup Mount;155,35;13;0;0
2584;US-2011-155502;26/01/2023;SD-20485;Shirley Daniels;United States;Alexandria;Virginia;22304;South;FUR-FU-10001847;Furniture;Furnishings;Eldon Image Series Black Desk Accessories;12,42;3;0;4,4712
2585;US-2011-155502;26/01/2023;SD-20485;Shirley Daniels;United States;Alexandria;Virginia;22304;South;TEC-PH-10002103;Technology;Phones;Jabra SPEAK 410;187,98;2;0;52,6344
8150;CA-2011-167997;26/01/2023;CA-11965;Carol Adams;United States;Rapid City;South Dakota;57701;Central;OFF-BI-10001758;Office Supplies;Binders;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;10,68;2;0;5,0196
8151;CA-2011-167997;26/01/2023;CA-11965;Carol Adams;United States;Rapid City;South Dakota;57701;Central;FUR-BO-10004409;Furniture;Bookcases;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;141,96;2;0;39,7488
3795;US-2011-117163;27/01/2023;EJ-13720;Ed Jacobs;United States;San Diego;California;92037;West;OFF-ST-10003692;Office Supplies;Storage;Recycled Steel Personal File for Hanging File Folders;57,23;1;0;14,3075
3796;US-2011-117163;27/01/2023;EJ-13720;Ed Jacobs;United States;San Diego;California;92037;West;FUR-TA-10003469;Furniture;Tables;Balt Split Level Computer Training Table;333;3;0,2;-16,65
3797;US-2011-117163;27/01/2023;EJ-13720;Ed Jacobs;United States;San Diego;California;92037;West;OFF-AR-10003179;Office Supplies;Art;Dixon Ticonderoga Core-Lock Colored Pencils;36,44;4;0;12,0252
3084;CA-2011-100328;28/01/2023;JC-15340;Jasper Cacioppo;United States;New York City;New York;10024;East;OFF-BI-10000343;Office Supplies;Binders;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";3,928;1;0,2;1,3257
6388;CA-2011-134103;30/01/2023;MV-18190;Mike Vittorini;United States;Detroit;Michigan;48234;Central;OFF-PA-10001204;Office Supplies;Paper;Xerox 1972;10,56;2;0;4,752
6389;CA-2011-134103;30/01/2023;MV-18190;Mike Vittorini;United States;Detroit;Michigan;48234;Central;OFF-ST-10000991;Office Supplies;Storage;Space Solutions HD Industrial Steel Shelving.;229,94;2;0;6,8982
3366;CA-2011-115161;31/01/2023;LC-17050;Liz Carlisle;United States;Mission Viejo;California;92691;West;FUR-BO-10003966;Furniture;Bookcases;Sauder Facets Collection Library, Sky Alder Finish;290,666;2;0,15;3,4196
541;CA-2011-140795;01/02/2023;BD-11500;Bradley Drucker;United States;Green Bay;Wisconsin;54302;Central;TEC-AC-10001432;Technology;Accessories;Enermax Aurora Lite Keyboard;468,9;6;0;206,316
1704;CA-2011-139857;02/02/2023;CD-12790;Cynthia Delaney;United States;San Diego;California;92037;West;OFF-FA-10001843;Office Supplies;Fasteners;Staples;12,35;5;0;5,8045
9138;CA-2011-123400;02/02/2023;EB-13930;Eric Barreto;United States;Saint Petersburg;Florida;33710;South;OFF-BI-10000666;Office Supplies;Binders;Surelock Post Binders;18,336;2;0,7;-12,224
9139;CA-2011-123400;02/02/2023;EB-13930;Eric Barreto;United States;Saint Petersburg;Florida;33710;South;TEC-PH-10002890;Technology;Phones;AT&T 17929 Lendline Telephone;180,96;5;0,2;13,572
1518;CA-2011-111059;03/02/2023;TB-21400;Tom Boeckenhauer;United States;Seattle;Washington;98105;West;OFF-BI-10004593;Office Supplies;Binders;Ibico Laser Imprintable Binding System Covers;83,84;2;0,2;27,248
1519;CA-2011-111059;03/02/2023;TB-21400;Tom Boeckenhauer;United States;Seattle;Washington;98105;West;OFF-BI-10002827;Office Supplies;Binders;Avery Durable Poly Binders;13,272;3;0,2;4,3134
1544;CA-2011-107181;04/02/2023;DB-13270;Deborah Brumfield;United States;San Diego;California;92024;West;OFF-BI-10004230;Office Supplies;Binders;GBC Recycled Grain Textured Covers;82,896;3;0,2;29,0136
1545;CA-2011-107181;04/02/2023;DB-13270;Deborah Brumfield;United States;San Diego;California;92024;West;OFF-PA-10000350;Office Supplies;Paper;"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book";34,24;4;0;16,0928
8585;CA-2011-104808;04/02/2023;MH-17440;Mark Haberlin;United States;Escondido;California;92025;West;OFF-BI-10003676;Office Supplies;Binders;GBC Standard Recycled Report Covers, Clear Plastic Sheets;17,248;2;0,2;6,0368
1998;CA-2011-131905;06/02/2023;ND-18460;Neil Ducich;United States;Chesapeake;Virginia;23320;South;OFF-LA-10002787;Office Supplies;Labels;Avery 480;15;4;0;7,2
1999;CA-2011-131905;06/02/2023;ND-18460;Neil Ducich;United States;Chesapeake;Virginia;23320;South;TEC-PH-10003645;Technology;Phones;Aastra 57i VoIP phone;161,61;1;0;42,0186
2000;CA-2011-131905;06/02/2023;ND-18460;Neil Ducich;United States;Chesapeake;Virginia;23320;South;TEC-PH-10001615;Technology;Phones;AT&T CL82213;144,95;5;0;42,0355
8981;CA-2011-108182;06/02/2023;DL-13315;Delfina Latchford;United States;Romeoville;Illinois;60441;Central;OFF-BI-10001196;Office Supplies;Binders;Avery Flip-Chart Easel Binder, Black;8,952;2;0,8;-14,7708
850;CA-2011-107755;07/02/2023;CK-12760;Cyma Kinney;United States;Linden;New Jersey;7036;East;TEC-AC-10000710;Technology;Accessories;Maxell DVD-RAM Discs;115,36;7;0;49,6048
8736;US-2011-169390;07/02/2023;CS-12250;Chris Selesnick;United States;New York City;New York;10024;East;OFF-ST-10001558;Office Supplies;Storage;Acco Perma 4000 Stacking Storage Drawers;64,96;4;0;9,744
9267;CA-2011-125759;08/02/2023;NM-18445;Nathan Mautz;United States;North Las Vegas;Nevada;89031;West;FUR-FU-10002111;Furniture;Furnishings;Master Caster Door Stop, Large Brown;14,56;2;0;5,5328
5631;CA-2011-127614;11/02/2023;NF-18385;Natalie Fritzler;United States;Chesapeake;Virginia;23320;South;TEC-AC-10001432;Technology;Accessories;Enermax Aurora Lite Keyboard;234,45;3;0;103,158
5632;CA-2011-127614;11/02/2023;NF-18385;Natalie Fritzler;United States;Chesapeake;Virginia;23320;South;FUR-TA-10003715;Furniture;Tables;Hon 2111 Invitation Series Corner Table;1256,22;6;0;75,3732
5633;CA-2011-127614;11/02/2023;NF-18385;Natalie Fritzler;United States;Chesapeake;Virginia;23320;South;OFF-BI-10003291;Office Supplies;Binders;Wilson Jones Leather-Like Binders with DublLock Round Rings;17,46;2;0;8,2062
9255;CA-2011-168368;11/02/2023;GA-14725;Guy Armstrong;United States;Columbia;Missouri;65203;Central;FUR-CH-10001146;Furniture;Chairs;Global Value Mid-Back Manager's Chair, Gray;60,89;1;0;15,2225
9256;CA-2011-168368;11/02/2023;GA-14725;Guy Armstrong;United States;Columbia;Missouri;65203;Central;OFF-LA-10004853;Office Supplies;Labels;Avery 483;14,94;3;0;6,8724
9257;CA-2011-168368;11/02/2023;GA-14725;Guy Armstrong;United States;Columbia;Missouri;65203;Central;OFF-BI-10004728;Office Supplies;Binders;Wilson Jones Turn Tabs Binder Tool for Ring Binders;9,64;2;0;4,4344
9258;CA-2011-168368;11/02/2023;GA-14725;Guy Armstrong;United States;Columbia;Missouri;65203;Central;FUR-FU-10002298;Furniture;Furnishings;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";332,94;3;0;53,2704
9259;CA-2011-168368;11/02/2023;GA-14725;Guy Armstrong;United States;Columbia;Missouri;65203;Central;OFF-BI-10004654;Office Supplies;Binders;VariCap6 Expandable Binder;51,9;3;0;24,393
9260;CA-2011-168368;11/02/2023;GA-14725;Guy Armstrong;United States;Columbia;Missouri;65203;Central;OFF-ST-10002583;Office Supplies;Storage;Fellowes Neat Ideas Storage Cubes;64,96;2;0;2,5984
457;US-2011-110674;12/02/2023;SC-20095;Sanjit Chand;United States;Concord;California;94521;West;FUR-CH-10000225;Furniture;Chairs;Global Geo Office Task Chair, Gray;129,568;2;0,2;-24,294
5467;CA-2011-107706;14/02/2023;ST-20530;Shui Tom;United States;Houston;Texas;77095;Central;OFF-PA-10000466;Office Supplies;Paper;Memo Book, 100 Message Capacity, 5 3/8” x 11”;16,176;3;0,2;6,066
9762;CA-2011-121762;14/02/2023;ML-17395;Marina Lichtenstein;United States;Seattle;Washington;98103;West;TEC-AC-10000736;Technology;Accessories;Logitech G600 MMO Gaming Mouse;239,97;3;0;86,3892
9763;CA-2011-121762;14/02/2023;ML-17395;Marina Lichtenstein;United States;Seattle;Washington;98103;West;OFF-AP-10001293;Office Supplies;Appliances;Belkin 8 Outlet Surge Protector;81,96;2;0;22,9488
9764;CA-2011-121762;14/02/2023;ML-17395;Marina Lichtenstein;United States;Seattle;Washington;98103;West;OFF-SU-10000157;Office Supplies;Supplies;Compact Automatic Electric Letter Opener;238,62;2;0;4,7724
7438;CA-2011-165568;15/02/2023;BF-11020;Barry Französisch;United States;Seattle;Washington;98105;West;OFF-BI-10001031;Office Supplies;Binders;Pressboard Data Binders by Wilson Jones;21,36;5;0,2;7,209
1333;CA-2011-122567;16/02/2023;MN-17935;Michael Nguyen;United States;Dallas;Texas;75220;Central;OFF-BI-10002012;Office Supplies;Binders;Wilson Jones Easy Flow II Sheet Lifters;1,08;3;0,8;-1,728
1334;CA-2011-122567;16/02/2023;MN-17935;Michael Nguyen;United States;Dallas;Texas;75220;Central;OFF-AP-10001303;Office Supplies;Appliances;Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter;7,96;2;0,8;-13,93
9516;CA-2011-154165;17/02/2023;DL-13315;Delfina Latchford;United States;Chicago;Illinois;60653;Central;OFF-AR-10003631;Office Supplies;Art;Staples in misc. colors;54,208;14;0,2;8,8088
6082;US-2011-165589;18/02/2023;TB-21595;Troy Blackwell;United States;Lubbock;Texas;79424;Central;FUR-FU-10002396;Furniture;Furnishings;DAX Copper Panel Document Frame, 5 x 7 Size;25,16;5;0,6;-11,322
8223;CA-2011-152905;18/02/2023;AB-10015;Aaron Bergman;United States;Arlington;Texas;76017;Central;OFF-ST-10000321;Office Supplies;Storage;Akro Stacking Bins;12,624;2;0,2;-2,5248
4521;CA-2011-109491;20/02/2023;LC-16930;Linda Cazamias;United States;Richmond;Indiana;47374;Central;TEC-AC-10001284;Technology;Accessories;Enermax Briskie RF Wireless Keyboard and Mouse Combo;62,31;3;0;22,4316
4522;CA-2011-109491;20/02/2023;LC-16930;Linda Cazamias;United States;Richmond;Indiana;47374;Central;FUR-FU-10000221;Furniture;Furnishings;Master Caster Door Stop, Brown;20,32;4;0;6,9088
8504;CA-2011-164903;20/02/2023;SR-20740;Steven Roelle;United States;Los Angeles;California;90049;West;OFF-PA-10003363;Office Supplies;Paper;Xerox 204;12,96;2;0;6,2208
2883;CA-2011-165540;21/02/2023;TM-21010;Tamara Manning;United States;Woodstock;Illinois;60098;Central;OFF-BI-10004094;Office Supplies;Binders;GBC Standard Plastic Binding Systems Combs;8,85;5;0,8;-13,7175
7611;CA-2011-133354;22/02/2023;SA-20830;Sue Ann Reed;United States;Moreno Valley;California;92553;West;OFF-PA-10001800;Office Supplies;Paper;Xerox 220;19,44;3;0;9,3312
6530;CA-2011-103744;23/02/2023;MG-17875;Michael Grace;United States;El Paso;Texas;79907;Central;OFF-LA-10004425;Office Supplies;Labels;Staple-on labels;6,936;3;0,2;2,3409
6531;CA-2011-103744;23/02/2023;MG-17875;Michael Grace;United States;El Paso;Texas;79907;Central;OFF-BI-10000320;Office Supplies;Binders;GBC Plastic Binding Combs;4,428;3;0,8;-6,8634
5512;US-2011-137680;24/02/2023;JH-15430;Jennifer Halladay;United States;Medford;Oregon;97504;West;OFF-PA-10000174;Office Supplies;Paper;"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book";32,896;4;0,2;11,1024
5513;US-2011-137680;24/02/2023;JH-15430;Jennifer Halladay;United States;Medford;Oregon;97504;West;OFF-PA-10000069;Office Supplies;Paper;TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack;22,776;3;0,2;7,6869
9464;CA-2011-156545;27/02/2023;JS-16030;Joy Smith;United States;Columbus;Ohio;43229;East;OFF-AR-10003560;Office Supplies;Art;Zebra Zazzle Fluorescent Highlighters;19,456;4;0,2;3,4048
158;CA-2011-104269;01/03/2023;DB-13060;Dave Brooks;United States;Seattle;Washington;98115;West;FUR-CH-10004063;Furniture;Chairs;Global Deluxe High-Back Manager's Chair;457,568;2;0,2;51,4764
5714;US-2011-143707;01/03/2023;HR-14770;Hallie Redmond;United States;New York City;New York;10035;East;TEC-PH-10003655;Technology;Phones;Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4;5,94;3;0;1,6038
